text,emoji,label,injection_type
good choice. alexander graham bell invents the telephone and calls for watson.,👑,Praise,Social
"okay, first of all, what you call a gap was nearly three feet wide.",,Complain,Plain
"okay, first of all, what you call a gap was nearly three feet wide.",😭,Complain,Consonant
"okay, first of all, what you call a gap was nearly three feet wide.",😇,Complain,Dissonant
the door to the stairwell of the other building was locked.,,Complain,Plain
the door to the stairwell of the other building was locked.,🤕,Complain,Consonant
the door to the stairwell of the other building was locked.,💫,Complain,Dissonant
"i had to go down the fire escape, which ends on the third floor forcing me to crawl through the window of a lovely armenian family who insisted i stay for lunch.",,Complain,Plain
"i had to go down the fire escape, which ends on the third floor forcing me to crawl through the window of a lovely armenian family who insisted i stay for lunch.",😤,Complain,Consonant
"i had to go down the fire escape, which ends on the third floor forcing me to crawl through the window of a lovely armenian family who insisted i stay for lunch.",😘,Complain,Dissonant
that doesn't sound too bad.,,Comfort,Plain
that doesn't sound too bad.,🌈,Comfort,Consonant
that doesn't sound too bad.,🥱,Comfort,Dissonant
that doesn't sound too bad.,🫂,Comfort,Social
it was eight courses of lamb. and they tried to fix me up with their son.,,Complain,Plain
it was eight courses of lamb. and they tried to fix me up with their son.,🤐,Complain,Consonant
it was eight courses of lamb. and they tried to fix me up with their son.,🙂,Complain,Dissonant
"by the time i got to work, they'd given my shift away.",,Complain,Plain
"by the time i got to work, they'd given my shift away.",🤦,Complain,Consonant
"by the time i got to work, they'd given my shift away.",😊,Complain,Dissonant
"yeah, that's right. i've lost an entire day's pay thanks to this.",,Complain,Plain
"yeah, that's right. i've lost an entire day's pay thanks to this.",😩,Complain,Consonant
"yeah, that's right. i've lost an entire day's pay thanks to this.",💅,Complain,Dissonant
the lights flash and the dish spins. wanna try?,,Invite,Plain
the lights flash and the dish spins. wanna try?,😠,Invite,Consonant
the lights flash and the dish spins. wanna try?,🧘,Invite,Dissonant
no.,,Refuse,Plain
no.,😭,Refuse,Consonant
no.,👋,Refuse,Dissonant
"pathetic. all of you, completely pathetic.",,Leave,Plain
"pathetic. all of you, completely pathetic.",💔,Leave,Consonant
"pathetic. all of you, completely pathetic.",🧘,Leave,Dissonant
what are you doing?,,Care,Plain
what are you doing?,😢,Care,Consonant
what are you doing?,💫,Care,Dissonant
what are you doing?,💝,Care,Social
"yeah, okay, neat. but i really gotta get to work.",,Leave,Plain
"yeah, okay, neat. but i really gotta get to work.",🥂,Leave,Consonant
"yeah, okay, neat. but i really gotta get to work.",😐,Leave,Dissonant
no problem.,,Agree,Plain
no problem.,🌈,Agree,Consonant
no problem.,🌚,Agree,Dissonant
but what about your time machine?,,Doubt,Plain
but what about your time machine?,🤕,Doubt,Consonant
but what about your time machine?,😅,Doubt,Dissonant
"don't worry, baby, i've got you.",,Comfort,Plain
"don't worry, baby, i've got you.",❤️,Comfort,Consonant
"don't worry, baby, i've got you.",😒,Comfort,Dissonant
"don't worry, baby, i've got you.",🕯️,Comfort,Social
"so, missy have you ever met a man from the exotic subcontinent of india?",,Asking for opinions,Plain
"so, missy have you ever met a man from the exotic subcontinent of india?",👏,Asking for opinions,Consonant
"so, missy have you ever met a man from the exotic subcontinent of india?",😐,Asking for opinions,Dissonant
do you like motorcycles? because i ride a hog.,,Explain,Plain
do you like motorcycles? because i ride a hog.,🎉,Explain,Consonant
do you like motorcycles? because i ride a hog.,🤐,Explain,Dissonant
"in other words, if you wonder, wonder who wrote the book of love it was us.",,Joke,Plain
"in other words, if you wonder, wonder who wrote the book of love it was us.",🎉,Joke,Consonant
"in other words, if you wonder, wonder who wrote the book of love it was us.",🙄,Joke,Dissonant
"sheldon, why are you ignoring your sister?",,Asking for opinions,Plain
"sheldon, why are you ignoring your sister?",🤐,Asking for opinions,Consonant
"sheldon, why are you ignoring your sister?",🧘,Asking for opinions,Dissonant
i'm not ignoring my sister. i'm ignoring all of you.,,Explain,Plain
i'm not ignoring my sister. i'm ignoring all of you.,🤢,Explain,Consonant
i'm not ignoring my sister. i'm ignoring all of you.,🦄,Explain,Dissonant
missy. do you enjoy pajamas?,,Confirm,Plain
missy. do you enjoy pajamas?,😎,Confirm,Consonant
missy. do you enjoy pajamas?,🤐,Confirm,Dissonant
missy. do you enjoy pajamas?,🤛,Confirm,Social
"missy, i'm gonna go get my nails done. do you wanna come?",,Invite,Plain
"missy, i'm gonna go get my nails done. do you wanna come?",😭,Invite,Consonant
"missy, i'm gonna go get my nails done. do you wanna come?",🧘,Invite,Dissonant
"god, yes. thanks.",,Agree,Plain
"god, yes. thanks.",🥰,Agree,Consonant
"god, yes. thanks.",🤐,Agree,Dissonant
"excuse me, can i interject something?",,Confirm,Plain
"excuse me, can i interject something?",😢,Confirm,Consonant
"excuse me, can i interject something?",🦄,Confirm,Dissonant
"excuse me, can i interject something?",☑️,Confirm,Social
i'm ordering pizza online. is everyone okay with pepperoni?,,Asking for opinions,Plain
i'm ordering pizza online. is everyone okay with pepperoni?,🤢,Asking for opinions,Consonant
i'm ordering pizza online. is everyone okay with pepperoni?,💅,Asking for opinions,Dissonant
"hey, look at me, i don't have a foreskin.",,Taunt,Plain
"hey, look at me, i don't have a foreskin.",🤦,Taunt,Consonant
"hey, look at me, i don't have a foreskin.",🤷,Taunt,Dissonant
"hey, look at me, i don't have a foreskin.",🧂,Taunt,Social
i'm warning you. i was judo champion at math camp.,,Warn,Plain
i'm warning you. i was judo champion at math camp.,😠,Warn,Consonant
i'm warning you. i was judo champion at math camp.,👋,Warn,Dissonant
i'm warning you. i was judo champion at math camp.,🚷,Warn,Social
"you stop it. you stop it, i say.",,Prevent,Plain
"you stop it. you stop it, i say.",🥺,Prevent,Consonant
"you stop it. you stop it, i say.",🤠,Prevent,Dissonant
i'm gonna settle this right now.,,Plan,Plain
i'm gonna settle this right now.,🤗,Plan,Consonant
i'm gonna settle this right now.,😶,Plan,Dissonant
who are you to decide that?,,Doubt,Plain
who are you to decide that?,😿,Doubt,Consonant
who are you to decide that?,🤪,Doubt,Dissonant
he's the man of his family. you have to respect his wishes.,,Explain,Plain
he's the man of his family. you have to respect his wishes.,💖,Explain,Consonant
he's the man of his family. you have to respect his wishes.,🥱,Explain,Dissonant
why not put a little mocha in the family latte?,,Advise,Plain
why not put a little mocha in the family latte?,😞,Advise,Consonant
why not put a little mocha in the family latte?,💫,Advise,Dissonant
why not put a little mocha in the family latte?,🧠,Advise,Social
why does everyone suddenly wanna talk to me alone?,,Doubt,Plain
why does everyone suddenly wanna talk to me alone?,😩,Doubt,Consonant
why does everyone suddenly wanna talk to me alone?,🍵,Doubt,Dissonant
"oh, you poor deluded bastard.",,Taunt,Plain
"oh, you poor deluded bastard.",😭,Taunt,Consonant
"oh, you poor deluded bastard.",😅,Taunt,Dissonant
"oh, you poor deluded bastard.",🤌,Taunt,Social
yeah! natural selection at work.,,Flaunt,Plain
yeah! natural selection at work.,👏,Flaunt,Consonant
yeah! natural selection at work.,😶,Flaunt,Dissonant
yeah! natural selection at work.,🤑,Flaunt,Social
excuse me while i go tell missy the good news.,,Leave,Plain
excuse me while i go tell missy the good news.,😎,Leave,Consonant
excuse me while i go tell missy the good news.,🤐,Leave,Dissonant
"that guy mike that you were dating, is that still going on?",,Confirm,Plain
"that guy mike that you were dating, is that still going on?",😡,Confirm,Consonant
"that guy mike that you were dating, is that still going on?",😊,Confirm,Dissonant
"that guy mike that you were dating, is that still going on?",🤛,Confirm,Social
"by the way, may i speak to missy, please?",,Confirm,Plain
"by the way, may i speak to missy, please?",😎,Confirm,Consonant
"by the way, may i speak to missy, please?",🎭,Confirm,Dissonant
"by the way, may i speak to missy, please?",🤝,Confirm,Social
of course.,,Agree,Plain
of course.,😂,Agree,Consonant
of course.,😏,Agree,Dissonant
"hi, leonard, what's up?",,Greet,Plain
"hi, leonard, what's up?",🎈,Greet,Consonant
"hi, leonard, what's up?",🙃,Greet,Dissonant
"well, since you're leaving, i was wondering if you'd like to go to dinner with me.",,Invite,Plain
"well, since you're leaving, i was wondering if you'd like to go to dinner with me.",🥰,Invite,Consonant
"well, since you're leaving, i was wondering if you'd like to go to dinner with me.",🧐,Invite,Dissonant
"that's so sweet. but no, thanks.",,Refuse,Plain
"that's so sweet. but no, thanks.",🥰,Refuse,Consonant
"that's so sweet. but no, thanks.",🤐,Refuse,Dissonant
oh.,,Acknowledge,Plain
oh.,😂,Acknowledge,Consonant
oh.,😶,Acknowledge,Dissonant
no.,,Refuse,Plain
no.,🥀,Refuse,Consonant
no.,😊,Refuse,Dissonant
"thank you, i apprec-apprec-appre-uh-oh.",,Thank,Plain
"thank you, i apprec-apprec-appre-uh-oh.",🥰,Thank,Consonant
"thank you, i apprec-apprec-appre-uh-oh.",🌚,Thank,Dissonant
"well, hi, cutie pie. i was hoping you'd show up.",,Greet,Plain
"well, hi, cutie pie. i was hoping you'd show up.",🌈,Greet,Consonant
"well, hi, cutie pie. i was hoping you'd show up.",😒,Greet,Dissonant
we had a dog who made a noise like that.,,Taunt,Plain
we had a dog who made a noise like that.,😠,Taunt,Consonant
we had a dog who made a noise like that.,🤪,Taunt,Dissonant
we had a dog who made a noise like that.,🍼,Taunt,Social
"hey, guys, some of the other waitresses wanted me to ask you something.",,Inform,Plain
"hey, guys, some of the other waitresses wanted me to ask you something.",💪,Inform,Consonant
"hey, guys, some of the other waitresses wanted me to ask you something.",🌚,Inform,Dissonant
"hey, guys, some of the other waitresses wanted me to ask you something.",📣,Inform,Social
"all right, come on, guys. come on.",,Invite,Plain
"all right, come on, guys. come on.",🤩,Invite,Consonant
"all right, come on, guys. come on.",🥱,Invite,Dissonant
"you're beating me in tetris, but you've got the upper body strength of a keebler elf.",,Taunt,Plain
"you're beating me in tetris, but you've got the upper body strength of a keebler elf.",👍,Taunt,Consonant
"you're beating me in tetris, but you've got the upper body strength of a keebler elf.",🧐,Taunt,Dissonant
"you're beating me in tetris, but you've got the upper body strength of a keebler elf.",🤌,Taunt,Social
"leonard, will we be seeing you on saturday for your free birthday cheesecake?",,Asking for opinions,Plain
"leonard, will we be seeing you on saturday for your free birthday cheesecake?",🤩,Asking for opinions,Consonant
"leonard, will we be seeing you on saturday for your free birthday cheesecake?",🤐,Asking for opinions,Dissonant
he can't eat cheesecake. he's lactose intolerant.,,Oppose,Plain
he can't eat cheesecake. he's lactose intolerant.,😠,Oppose,Consonant
he can't eat cheesecake. he's lactose intolerant.,💅,Oppose,Dissonant
"for the record, that psychotic rant was a concise summation of the research of bertram forer who, in 1948, proved conclusively through meticulous experiments that astrology is pseudoscientific hokum.",,Inform,Plain
"for the record, that psychotic rant was a concise summation of the research of bertram forer who, in 1948, proved conclusively through meticulous experiments that astrology is pseudoscientific hokum.",🥂,Inform,Consonant
"for the record, that psychotic rant was a concise summation of the research of bertram forer who, in 1948, proved conclusively through meticulous experiments that astrology is pseudoscientific hokum.",😶,Inform,Dissonant
"for the record, that psychotic rant was a concise summation of the research of bertram forer who, in 1948, proved conclusively through meticulous experiments that astrology is pseudoscientific hokum.",🤔,Inform,Social
thank you.,,Thank,Plain
thank you.,😊,Thank,Consonant
thank you.,😒,Thank,Dissonant
"yeah, see? that's what kids should have.",,Agree,Plain
"yeah, see? that's what kids should have.",💯,Agree,Consonant
"yeah, see? that's what kids should have.",🤥,Agree,Dissonant
"sheldon, a gift shouldn't be something someone needs.",,Inform,Plain
"sheldon, a gift shouldn't be something someone needs.",🥀,Inform,Consonant
"sheldon, a gift shouldn't be something someone needs.",🦄,Inform,Dissonant
"sheldon, a gift shouldn't be something someone needs.",ℹ️,Inform,Social
it should be something fun.,,Inform,Plain
it should be something fun.,❤️,Inform,Consonant
it should be something fun.,🤐,Inform,Dissonant
it should be something fun.,📰,Inform,Social
"the point is, one of the ways we show we care about people is by putting thought and imagination into the gifts we give them.",,Explain,Plain
"the point is, one of the ways we show we care about people is by putting thought and imagination into the gifts we give them.",💯,Explain,Consonant
"the point is, one of the ways we show we care about people is by putting thought and imagination into the gifts we give them.",😒,Explain,Dissonant
"of course, yeah.",,Agree,Plain
"of course, yeah.",❤️,Agree,Consonant
"of course, yeah.",🌚,Agree,Dissonant
they got me a motorized dirt bike.,,Inform,Plain
they got me a motorized dirt bike.,🥺,Inform,Consonant
they got me a motorized dirt bike.,😊,Inform,Dissonant
they got me a motorized dirt bike.,📎,Inform,Social
no.,,Oppose,Plain
no.,😠,Oppose,Consonant
no.,👋,Oppose,Dissonant
what 12-year-old boy wants a motorized dirt bike?,,Doubt,Plain
what 12-year-old boy wants a motorized dirt bike?,😤,Doubt,Consonant
what 12-year-old boy wants a motorized dirt bike?,🤷,Doubt,Dissonant
"all right, let's go.",,Leave,Plain
"all right, let's go.",🎈,Leave,Consonant
"all right, let's go.",🎭,Leave,Dissonant
"excuse me, do you know anything about this stuff?",,Asking for opinions,Plain
"excuse me, do you know anything about this stuff?",👎,Asking for opinions,Consonant
"excuse me, do you know anything about this stuff?",💫,Asking for opinions,Dissonant
"okay, i have my own wholesale flower business.",,Introduce,Plain
"okay, i have my own wholesale flower business.",😂,Introduce,Consonant
"okay, i have my own wholesale flower business.",🥱,Introduce,Dissonant
"okay, i have my own wholesale flower business.",📛,Introduce,Social
"buy this one, it's the one we're getting. happy guy.",,Advise,Plain
"buy this one, it's the one we're getting. happy guy.",🌈,Advise,Consonant
"buy this one, it's the one we're getting. happy guy.",🥱,Advise,Dissonant
"buy this one, it's the one we're getting. happy guy.",🧠,Advise,Social
"no, she doesn't want that.",,Oppose,Plain
"no, she doesn't want that.",😡,Oppose,Consonant
"no, she doesn't want that.",😇,Oppose,Dissonant
"what computer do you have, and please don't say a white one.",,Asking for opinions,Plain
"what computer do you have, and please don't say a white one.",🤕,Asking for opinions,Consonant
"what computer do you have, and please don't say a white one.",🐒,Asking for opinions,Dissonant
we're throwing my friend a surprise party and i'm supposed to keep him out for two hours.,,Inform,Plain
we're throwing my friend a surprise party and i'm supposed to keep him out for two hours.,💔,Inform,Consonant
we're throwing my friend a surprise party and i'm supposed to keep him out for two hours.,👋,Inform,Dissonant
we're throwing my friend a surprise party and i'm supposed to keep him out for two hours.,📡,Inform,Social
uh-huh. fill this out and have a seat.,,Arrange,Plain
uh-huh. fill this out and have a seat.,✨,Arrange,Consonant
uh-huh. fill this out and have a seat.,🌚,Arrange,Dissonant
i'm allergic to peanuts.,,Explain,Plain
i'm allergic to peanuts.,😫,Explain,Consonant
i'm allergic to peanuts.,👋,Explain,Dissonant
all i need from you is to give me a band-aid.,,Ask for help,Plain
all i need from you is to give me a band-aid.,😠,Ask for help,Consonant
all i need from you is to give me a band-aid.,🍵,Ask for help,Dissonant
all i need from you is to give me a band-aid.,🏳️,Ask for help,Social
we should pick up benadryl at the drugstore and go home.,,Advise,Plain
we should pick up benadryl at the drugstore and go home.,🥰,Advise,Consonant
we should pick up benadryl at the drugstore and go home.,🎭,Advise,Dissonant
we should pick up benadryl at the drugstore and go home.,🔮,Advise,Social
hey.,,Greet,Plain
hey.,🎈,Greet,Consonant
hey.,🤐,Greet,Dissonant
"my apologies, leonard. i'm only as good as my teacher.",,Apologise,Plain
"my apologies, leonard. i'm only as good as my teacher.",🥀,Apologise,Consonant
"my apologies, leonard. i'm only as good as my teacher.",😘,Apologise,Dissonant
"my apologies, leonard. i'm only as good as my teacher.",💔,Apologise,Social
why are you learning chinese?,,Asking for opinions,Plain
why are you learning chinese?,😠,Asking for opinions,Consonant
why are you learning chinese?,🙂,Asking for opinions,Dissonant
"i believe the szechuan palace has been passing off orange chicken as tangerine chicken, and i intend to confront them.",,Explain,Plain
"i believe the szechuan palace has been passing off orange chicken as tangerine chicken, and i intend to confront them.",📉,Explain,Consonant
"i believe the szechuan palace has been passing off orange chicken as tangerine chicken, and i intend to confront them.",😊,Explain,Dissonant
thank you.,,Thank,Plain
thank you.,🎉,Thank,Consonant
thank you.,🤐,Thank,Dissonant
it was penny's boyfriend's. they broke up.,,Inform,Plain
it was penny's boyfriend's. they broke up.,🤗,Inform,Consonant
it was penny's boyfriend's. they broke up.,🌚,Inform,Dissonant
it was penny's boyfriend's. they broke up.,🔔,Inform,Social
you know what? i'm gonna go back and try talking to her again.,,Plan,Plain
you know what? i'm gonna go back and try talking to her again.,😫,Plan,Consonant
you know what? i'm gonna go back and try talking to her again.,😅,Plan,Dissonant
"good idea. sit with her, hold her, comfort her.",,Advise,Plain
"good idea. sit with her, hold her, comfort her.",🥂,Advise,Consonant
"good idea. sit with her, hold her, comfort her.",💀,Advise,Dissonant
"good idea. sit with her, hold her, comfort her.",🧠,Advise,Social
"i'm not going to do that, howard.",,Refuse,Plain
"i'm not going to do that, howard.",🤦,Refuse,Consonant
"i'm not going to do that, howard.",🤪,Refuse,Dissonant
you'd also have to be knighted for that to apply.,,Taunt,Plain
you'd also have to be knighted for that to apply.,❤️,Taunt,Consonant
you'd also have to be knighted for that to apply.,🤥,Taunt,Dissonant
you'd also have to be knighted for that to apply.,👏,Taunt,Social
"i don't care. she's upset, i'm going over there.",,Leave,Plain
"i don't care. she's upset, i'm going over there.",🥀,Leave,Consonant
"i don't care. she's upset, i'm going over there.",🧘,Leave,Dissonant
remember to sit on your hands a bit so they're warm.,,Advise,Plain
remember to sit on your hands a bit so they're warm.,👏,Advise,Consonant
remember to sit on your hands a bit so they're warm.,🧐,Advise,Dissonant
remember to sit on your hands a bit so they're warm.,💡,Advise,Social
"so you're saying, if in the depths of despair she throws herself at you and demands you take her right there, right now, you'll just walk away?",,Doubt,Plain
"so you're saying, if in the depths of despair she throws herself at you and demands you take her right there, right now, you'll just walk away?",📉,Doubt,Consonant
"so you're saying, if in the depths of despair she throws herself at you and demands you take her right there, right now, you'll just walk away?",👋,Doubt,Dissonant
"howard, i'm going to need another mandarin lesson.",,Plan,Plain
"howard, i'm going to need another mandarin lesson.",😠,Plan,Consonant
"howard, i'm going to need another mandarin lesson.",💅,Plan,Dissonant
"for god's sake, if you don't like tangerine chicken don't order tangerine chicken.",,Advise,Plain
"for god's sake, if you don't like tangerine chicken don't order tangerine chicken.",😞,Advise,Consonant
"for god's sake, if you don't like tangerine chicken don't order tangerine chicken.",👋,Advise,Dissonant
"for god's sake, if you don't like tangerine chicken don't order tangerine chicken.",💡,Advise,Social
i like tangerine chicken. i'm just not getting tangerine chicken.,,Explain,Plain
i like tangerine chicken. i'm just not getting tangerine chicken.,😫,Explain,Consonant
i like tangerine chicken. i'm just not getting tangerine chicken.,🦄,Explain,Dissonant
tell us again how you screwed up and got penny back together with her old boyfriend.,,Inform,Plain
tell us again how you screwed up and got penny back together with her old boyfriend.,😫,Inform,Consonant
tell us again how you screwed up and got penny back together with her old boyfriend.,😅,Inform,Dissonant
tell us again how you screwed up and got penny back together with her old boyfriend.,🔔,Inform,Social
"boy, that story gets better every time you hear it.",,Praise,Plain
"boy, that story gets better every time you hear it.",💖,Praise,Consonant
"boy, that story gets better every time you hear it.",🙄,Praise,Dissonant
"boy, that story gets better every time you hear it.",🌟,Praise,Social
just eat your tangerine chicken.,,Arrange,Plain
just eat your tangerine chicken.,👎,Arrange,Consonant
just eat your tangerine chicken.,😘,Arrange,Dissonant
thank you so much for your stupid advice.,,Criticize,Plain
thank you so much for your stupid advice.,🥰,Criticize,Consonant
thank you so much for your stupid advice.,🐒,Criticize,Dissonant
thank you so much for your stupid advice.,🥀,Criticize,Social
i'm back.,,Greet,Plain
i'm back.,🎈,Greet,Consonant
i'm back.,😐,Greet,Dissonant
i'm sorry i yelled at you. it's not your fault.,,Apologise,Plain
i'm sorry i yelled at you. it's not your fault.,😊,Apologise,Consonant
i'm sorry i yelled at you. it's not your fault.,🧐,Apologise,Dissonant
i'm sorry i yelled at you. it's not your fault.,😶,Apologise,Social
what happened?,,Care,Plain
what happened?,🤐,Care,Consonant
what happened?,🤠,Care,Dissonant
what happened?,🩹,Care,Social
"oh, penny, i am so sorry.",,Apologise,Plain
"oh, penny, i am so sorry.",📉,Apologise,Consonant
"oh, penny, i am so sorry.",🐒,Apologise,Dissonant
"oh, penny, i am so sorry.",💧,Apologise,Social
how could he do that?,,Criticize,Plain
how could he do that?,😤,Criticize,Consonant
how could he do that?,😘,Criticize,Dissonant
how could he do that?,🤏,Criticize,Social
"you know, just once, i would like to go out with someone who is nice and honest and who actually cares about me.",,Inform,Plain
"you know, just once, i would like to go out with someone who is nice and honest and who actually cares about me.",💖,Inform,Consonant
"you know, just once, i would like to go out with someone who is nice and honest and who actually cares about me.",🎭,Inform,Dissonant
"you know, just once, i would like to go out with someone who is nice and honest and who actually cares about me.",🤔,Inform,Social
what about me?,,Advise,Plain
what about me?,😢,Advise,Consonant
what about me?,😅,Advise,Dissonant
what about me?,🗒️,Advise,Social
what about you what?,,Doubt,Plain
what about you what?,😭,Doubt,Consonant
what about you what?,🦄,Doubt,Dissonant
are you asking me out?,,Confirm,Plain
are you asking me out?,🤕,Confirm,Consonant
are you asking me out?,🤪,Confirm,Dissonant
are you asking me out?,☑️,Confirm,Social
"yes, i will go out with you.",,Agree,Plain
"yes, i will go out with you.",🤗,Agree,Consonant
"yes, i will go out with you.",😶,Agree,Dissonant
yeah.,,Agree,Plain
yeah.,🥂,Agree,Consonant
yeah.,🤐,Agree,Dissonant
yeah.,,Agree,Plain
yeah.,😎,Agree,Consonant
yeah.,🙄,Agree,Dissonant
i'm sorry.,,Apologise,Plain
i'm sorry.,🤐,Apologise,Consonant
i'm sorry.,🦄,Apologise,Dissonant
i'm sorry.,🙇,Apologise,Social
a second what? pair of underwear?,,Doubt,Plain
a second what? pair of underwear?,😣,Doubt,Consonant
a second what? pair of underwear?,😊,Doubt,Dissonant
why me? why not koothrappali or wolowitz?,,Doubt,Plain
why me? why not koothrappali or wolowitz?,🤕,Doubt,Consonant
why me? why not koothrappali or wolowitz?,🤠,Doubt,Dissonant
"well, raj can't talk to me unless he's drunk.",,Explain,Plain
"well, raj can't talk to me unless he's drunk.",💔,Explain,Consonant
"well, raj can't talk to me unless he's drunk.",🤠,Explain,Dissonant
all i'm saying is you know leonard the best.,,Explain,Plain
all i'm saying is you know leonard the best.,🥂,Explain,Consonant
all i'm saying is you know leonard the best.,🤐,Explain,Dissonant
not necessarily. i'm often surprised by my lack of familiarity with leonard.,,Oppose,Plain
not necessarily. i'm often surprised by my lack of familiarity with leonard.,😠,Oppose,Consonant
not necessarily. i'm often surprised by my lack of familiarity with leonard.,🤪,Oppose,Dissonant
we're not done?,,Doubt,Plain
we're not done?,🥺,Doubt,Consonant
we're not done?,🐒,Doubt,Dissonant
"sheldon, i think i've made a mistake.",,Inform,Plain
"sheldon, i think i've made a mistake.",😭,Inform,Consonant
"sheldon, i think i've made a mistake.",🧘,Inform,Dissonant
"sheldon, i think i've made a mistake.",ℹ️,Inform,Social
"no, it's about penny.",,Oppose,Plain
"no, it's about penny.",😠,Oppose,Consonant
"no, it's about penny.",🤠,Oppose,Dissonant
i don't think i can go out with her tonight.,,Inform,Plain
i don't think i can go out with her tonight.,😡,Inform,Consonant
i don't think i can go out with her tonight.,🤪,Inform,Dissonant
i don't think i can go out with her tonight.,🤔,Inform,Social
what happens if i blow it?,,Asking for opinions,Plain
what happens if i blow it?,😞,Asking for opinions,Consonant
what happens if i blow it?,🤪,Asking for opinions,Dissonant
you're not helping.,,Criticize,Plain
you're not helping.,📉,Criticize,Consonant
you're not helping.,🙂,Criticize,Dissonant
you're not helping.,🙄,Criticize,Social
"wow, that's brilliant.",,Praise,Plain
"wow, that's brilliant.",👍,Praise,Consonant
"wow, that's brilliant.",🎭,Praise,Dissonant
"wow, that's brilliant.",🏅,Praise,Social
you look very nice.,,Praise,Plain
you look very nice.,🙌,Praise,Consonant
you look very nice.,🌚,Praise,Dissonant
you look very nice.,🔥,Praise,Social
thank you. so do you.,,Thank,Plain
thank you. so do you.,💯,Thank,Consonant
thank you. so do you.,🧐,Thank,Dissonant
i made an 8:00 reservation.,,Inform,Plain
i made an 8:00 reservation.,😤,Inform,Consonant
i made an 8:00 reservation.,😇,Inform,Dissonant
i made an 8:00 reservation.,📢,Inform,Social
okay.,,Acknowledge,Plain
okay.,🌈,Acknowledge,Consonant
okay.,🙃,Acknowledge,Dissonant
"but before you say anything, have you ever heard of schrödinger's cat?",,Asking for opinions,Plain
"but before you say anything, have you ever heard of schrödinger's cat?",😩,Asking for opinions,Consonant
"but before you say anything, have you ever heard of schrödinger's cat?",💅,Asking for opinions,Dissonant
it doesn't have enough live acidophilus cultures.,,Explain,Plain
it doesn't have enough live acidophilus cultures.,🤕,Explain,Consonant
it doesn't have enough live acidophilus cultures.,🦄,Explain,Dissonant
it's really just ice milk with carrageenan added for thickness.,,Explain,Plain
it's really just ice milk with carrageenan added for thickness.,😿,Explain,Consonant
it's really just ice milk with carrageenan added for thickness.,🤪,Explain,Dissonant
maybe we should slow things down a little.,,Advise,Plain
maybe we should slow things down a little.,🤢,Advise,Consonant
maybe we should slow things down a little.,😅,Advise,Dissonant
maybe we should slow things down a little.,💡,Advise,Social
"no, i didn't mean to go into your apartment to go fast.",,Oppose,Plain
"no, i didn't mean to go into your apartment to go fast.",🤦,Oppose,Consonant
"no, i didn't mean to go into your apartment to go fast.",🍵,Oppose,Dissonant
i know what you meant. it's just this is only our first date.,,Explain,Plain
i know what you meant. it's just this is only our first date.,😫,Explain,Consonant
i know what you meant. it's just this is only our first date.,🙂,Explain,Dissonant
why don't we just figure out where we're going and when we want to get there?,,Advise,Plain
why don't we just figure out where we're going and when we want to get there?,🥀,Advise,Consonant
why don't we just figure out where we're going and when we want to get there?,🙂,Advise,Dissonant
why don't we just figure out where we're going and when we want to get there?,🔮,Advise,Social
or we could just wing it.,,Advise,Plain
or we could just wing it.,🤐,Advise,Consonant
or we could just wing it.,😅,Advise,Dissonant
or we could just wing it.,📚,Advise,Social
that might work too.,,Agree,Plain
that might work too.,🥂,Agree,Consonant
that might work too.,😬,Agree,Dissonant
also today we have a fresh-caught alaska salmon served with a teriyaki glaze and sticky rice.,,Introduce,Plain
also today we have a fresh-caught alaska salmon served with a teriyaki glaze and sticky rice.,🤦,Introduce,Consonant
also today we have a fresh-caught alaska salmon served with a teriyaki glaze and sticky rice.,😊,Introduce,Dissonant
also today we have a fresh-caught alaska salmon served with a teriyaki glaze and sticky rice.,🎫,Introduce,Social
why don't you take a minute to decide?,,Advise,Plain
why don't you take a minute to decide?,😩,Advise,Consonant
why don't you take a minute to decide?,🤷,Advise,Dissonant
why don't you take a minute to decide?,🧠,Advise,Social
"i can't keep your secret, penny.",,Refuse,Plain
"i can't keep your secret, penny.",👎,Refuse,Consonant
"i can't keep your secret, penny.",🤪,Refuse,Dissonant
you promised me you would keep my secret so you are just gonna have to figure out a way to do it.,,Arrange,Plain
you promised me you would keep my secret so you are just gonna have to figure out a way to do it.,🤬,Arrange,Consonant
you promised me you would keep my secret so you are just gonna have to figure out a way to do it.,🍵,Arrange,Dissonant
"leonard, i'm moving out.",,Plan,Plain
"leonard, i'm moving out.",❤️,Plan,Consonant
"leonard, i'm moving out.",🥱,Plan,Dissonant
what do you mean you're moving out? why?,,Asking for opinions,Plain
what do you mean you're moving out? why?,👎,Asking for opinions,Consonant
what do you mean you're moving out? why?,🦄,Asking for opinions,Dissonant
"hey, qu'est-ce que c'up?",,Care,Plain
"hey, qu'est-ce que c'up?",😡,Care,Consonant
"hey, qu'est-ce que c'up?",🤪,Care,Dissonant
"hey, qu'est-ce que c'up?",💌,Care,Social
"if you'll excuse me, i'm going to pack.",,Plan,Plain
"if you'll excuse me, i'm going to pack.",🤕,Plan,Consonant
"if you'll excuse me, i'm going to pack.",👋,Plan,Dissonant
what did you do?,,Doubt,Plain
what did you do?,😭,Doubt,Consonant
what did you do?,🤷,Doubt,Dissonant
did you change the contrast or brightness settings on the television?,,Confirm,Plain
did you change the contrast or brightness settings on the television?,😞,Confirm,Consonant
